기준일,순위,경기,승,패,무,승률,게임차,최근10경기,연속,홈,방문
2022-04-02,1,1,1,0,0,1,0,1승0무0패,1승,1-0-0,0-0-0
2022-04-02,1,1,1,0,0,1,0,1승0무0패,1승,0-0-0,1-0-0
2022-04-02,6,1,0,1,0,0,1,0승0무1패,1패,0-0-0,0-0-1
2022-04-02,6,1,0,1,0,0,1,0승0무1패,1패,0-0-1,0-0-0
2022-04-03,1,2,2,0,0,1,0,2승0무0패,2승,2-0-0,0-0-0
2022-04-03,1,2,2,0,0,1,0,2승0무0패,2승,0-0-0,2-0-0
2022-04-03,4,2,1,1,0,0.5,1,1승0무1패,1패,1-0-1,0-0-0
2022-04-03,4,2,1,1,0,0.5,1,1승0무1패,1승,0-0-0,1-0-1
2022-04-03,4,2,1,1,0,0.5,1,1승0무1패,1승,1-0-1,0-0-0
2022-04-03,4,2,1,1,0,0.5,1,1승0무1패,1패,0-0-0,1-0-1
2022-04-03,8,2,0,2,0,0,2,0승0무2패,2패,0-0-2,0-0-0
2022-04-03,8,2,0,2,0,0,2,0승0무2패,2패,0-0-0,0-0-2
2022-04-05,1,3,3,0,0,1,0,3승0무0패,3승,0-0-0,3-0-0
2022-04-05,3,3,2,1,0,0.667,1,2승0무1패,1패,2-0-1,0-0-0
2022-04-05,3,3,2,1,0,0.667,1,2승0무1패,2승,0-0-0,2-0-1
2022-04-05,3,3,2,1,0,0.667,1,2승0무1패,1승,0-0-0,2-0-1
2022-04-05,6,3,1,2,0,0.333,2,1승0무2패,2패,1-0-2,0-0-0
2022-04-05,6,3,1,2,0,0.333,2,1승0무2패,1패,1-0-2,0-0-0
2022-04-05,6,3,1,2,0,0.333,2,1승0무2패,1승,1-0-2,0-0-0
2022-04-05,9,3,0,3,0,0,3,0승0무3패,3패,0-0-3,0-0-0
2022-04-05,9,3,0,3,0,0,3,0승0무3패,3패,0-0-0,0-0-3
2022-04-06,1,4,4,0,0,1,0,4승0무0패,4승,0-0-0,4-0-0
2022-04-06,3,4,3,1,0,0.75,1,3승0무1패,3승,0-0-0,3-0-1
2022-04-06,4,4,2,2,0,0.5,2,2승0무2패,2패,2-0-2,0-0-0
2022-04-06,4,4,2,2,0,0.5,2,2승0무2패,1패,0-0-0,2-0-2
2022-04-06,4,4,2,2,0,0.5,2,2승0무2패,2승,2-0-2,0-0-0
2022-04-06,7,4,1,3,0,0.25,3,1승0무3패,3패,1-0-3,0-0-0
2022-04-06,7,4,1,3,0,0.25,3,1승0무3패,2패,1-0-3,0-0-0
2022-04-06,7,4,1,3,0,0.25,3,1승0무3패,1승,1-0-3,0-0-0
2022-04-06,10,4,0,4,0,0,4,0승0무4패,4패,0-0-0,0-0-4
2022-04-07,1,5,5,0,0,1,0,5승0무0패,5승,0-0-0,5-0-0
2022-04-07,3,5,3,2,0,0.6,2,3승0무2패,1승,3-0-2,0-0-0
2022-04-07,3,5,3,2,0,0.6,2,3승0무2패,1패,0-0-0,3-0-2
2022-04-07,3,5,3,2,0,0.6,2,3승0무2패,1승,0-0-0,3-0-2
2022-04-07,3,5,3,2,0,0.6,2,3승0무2패,3승,3-0-2,0-0-0
2022-04-07,7,5,1,4,0,0.2,4,1승0무4패,4패,1-0-4,0-0-0
2022-04-07,7,5,1,4,0,0.2,4,1승0무4패,3패,1-0-4,0-0-0
2022-04-07,7,5,1,4,0,0.2,4,1승0무4패,1패,1-0-4,0-0-0
2022-04-07,10,5,0,5,0,0,5,0승0무5패,5패,0-0-0,0-0-5
2022-04-08,1,6,6,0,0,1,0,6승0무0패,6승,1-0-0,5-0-0
2022-04-08,2,6,5,1,0,0.833,1,5승0무1패,1패,0-0-1,5-0-0
2022-04-08,3,6,4,2,0,0.667,2,4승0무2패,2승,3-0-2,1-0-0
2022-04-08,4,6,3,3,0,0.5,3,3승0무3패,2패,0-0-1,3-0-2
2022-04-08,4,6,3,3,0,0.5,3,3승0무3패,1패,0-0-1,3-0-2
2022-04-08,4,6,3,3,0,0.5,3,3승0무3패,1패,3-0-2,0-0-1
2022-04-08,7,6,2,4,0,0.333,4,2승0무4패,1승,1-0-4,1-0-0
2022-04-08,10,6,0,6,0,0,6,0승0무6패,6패,0-0-1,0-0-5
2022-04-09,1,7,7,0,0,1,0,7승0무0패,7승,2-0-0,5-0-0
2022-04-09,2,7,6,1,0,0.857,1,6승0무1패,1승,1-0-1,5-0-0
2022-04-09,3,7,4,3,0,0.571,3,4승0무3패,1패,3-0-2,1-0-1
2022-04-09,3,7,4,3,0,0.571,3,4승0무3패,1승,1-0-1,3-0-2
2022-04-09,5,7,3,4,0,0.429,4,3승0무4패,3패,0-0-2,3-0-2
2022-04-09,5,7,3,4,0,0.429,4,3승0무4패,2승,1-0-4,2-0-0
2022-04-09,5,7,3,4,0,0.429,4,3승0무4패,2패,3-0-2,0-0-2
2022-04-09,8,7,2,5,0,0.286,5,2승0무5패,1패,1-0-4,1-0-1
2022-04-09,10,7,1,6,0,0.143,6,1승0무6패,1승,1-0-1,0-0-5
2022-04-10,1,8,8,0,0,1,0,8승0무0패,8승,3-0-0,5-0-0
2022-04-10,2,8,7,1,0,0.875,1,7승0무1패,2승,2-0-1,5-0-0
2022-04-10,3,8,5,3,0,0.625,3,5승0무3패,1승,3-0-2,2-0-1
2022-04-10,4,8,4,4,0,0.5,4,4승0무4패,3승,1-0-4,3-0-0
2022-04-10,4,8,4,4,0,0.5,4,4승0무4패,1패,1-0-2,3-0-2
2022-04-10,6,8,3,5,0,0.375,5,3승0무5패,4패,0-0-3,3-0-2
2022-04-10,6,8,3,5,0,0.375,5,3승0무5패,3패,3-0-2,0-0-3
2022-04-10,8,8,2,6,0,0.25,6,2승0무6패,2패,1-0-4,1-0-2
2022-04-10,8,8,2,6,0,0.25,6,2승0무6패,2승,2-0-1,0-0-5
2022-04-12,1,9,9,0,0,1,0,9승0무0패,9승,3-0-0,6-0-0
2022-04-12,2,9,7,2,0,0.778,2,7승0무2패,1패,2-0-2,5-0-0
2022-04-12,3,9,6,3,0,0.667,3,6승0무3패,2승,3-0-2,3-0-1
2022-04-12,4,9,5,4,0,0.556,4,5승0무4패,4승,2-0-4,3-0-0
2022-04-12,5,9,4,5,0,0.444,5,4승0무5패,1승,1-0-3,3-0-2
2022-04-12,5,9,4,5,0,0.444,5,4승0무5패,2패,1-0-2,3-0-3
2022-04-12,5,9,4,5,0,0.444,5,4승0무5패,1승,4-0-2,0-0-3
2022-04-12,8,9,2,7,0,0.222,7,2승0무7패,3패,1-0-5,1-0-2
2022-04-12,8,9,2,7,0,0.222,7,2승0무7패,3패,1-0-4,1-0-3
2022-04-12,8,9,2,7,0,0.222,7,2승0무7패,1패,2-0-1,0-0-6
2022-04-13,1,10,10,0,0,1,0,10승0무0패,10승,3-0-0,7-0-0
2022-04-13,2,10,7,3,0,0.7,3,7승0무3패,2패,2-0-3,5-0-0
2022-04-13,3,9,6,3,0,0.667,3.5,6승0무3패,2승,3-0-2,3-0-1
2022-04-13,4,10,6,4,0,0.6,4,6승0무4패,5승,3-0-4,3-0-0
2022-04-13,5,10,5,5,0,0.5,5,5승0무5패,2승,2-0-3,3-0-2
2022-04-13,6,9,4,5,0,0.444,5.5,4승0무5패,2패,1-0-2,3-0-3
2022-04-13,6,9,4,5,0,0.444,5.5,4승0무5패,1승,4-0-2,0-0-3
2022-04-13,8,9,2,7,0,0.222,7.5,2승0무7패,3패,1-0-5,1-0-2
2022-04-13,9,10,2,8,0,0.2,8,2승0무8패,4패,1-0-4,1-0-4
2022-04-13,9,10,2,8,0,0.2,8,2승0무8패,2패,2-0-1,0-0-7
2022-04-14,1,11,10,1,0,0.909,0,9승0무1패,1패,3-0-0,7-0-1
2022-04-14,2,11,8,3,0,0.727,2,7승0무3패,1승,3-0-3,5-0-0
2022-04-14,3,10,7,3,0,0.7,2.5,7승0무3패,3승,3-0-2,4-0-1
2022-04-14,4,11,7,4,0,0.636,3,7승0무3패,6승,4-0-4,3-0-0
2022-04-14,5,11,6,5,0,0.545,4,6승0무4패,3승,3-0-3,3-0-2
2022-04-14,6,10,5,5,0,0.5,4.5,5승0무5패,1승,1-0-2,4-0-3
2022-04-14,7,10,4,6,0,0.4,5.5,4승0무6패,1패,4-0-3,0-0-3
2022-04-14,8,10,2,8,0,0.2,7.5,2승0무8패,4패,1-0-6,1-0-2
2022-04-14,9,11,2,9,0,0.182,8,2승0무8패,5패,1-0-4,1-0-5
2022-04-14,9,11,2,9,0,0.182,8,2승0무8패,3패,2-0-1,0-0-8
2022-04-15,1,12,11,1,0,0.917,0,9승0무1패,1승,4-0-0,7-0-1
2022-04-15,2,12,8,4,0,0.667,3,6승0무4패,1패,3-0-3,5-0-1
2022-04-15,2,12,8,4,0,0.667,3,7승0무3패,7승,4-0-4,4-0-0
2022-04-15,4,11,7,4,0,0.636,3.5,6승0무4패,1패,3-0-3,4-0-1
2022-04-15,5,11,6,5,0,0.545,4.5,5승0무5패,2승,2-0-2,4-0-3
2022-04-15,6,12,6,6,0,0.5,5,5승0무5패,1패,3-0-3,3-0-3
2022-04-15,7,11,4,7,0,0.364,6.5,4승0무6패,2패,4-0-3,0-0-4
2022-04-15,8,12,3,9,0,0.25,8,3승0무7패,1승,2-0-4,1-0-5
2022-04-15,8,12,3,9,0,0.25,8,3승0무7패,1승,3-0-1,0-0-8
2022-04-15,10,11,2,9,0,0.182,8.5,1승0무9패,5패,1-0-6,1-0-3
2022-04-16,1,13,12,1,0,0.923,0,9승0무1패,2승,5-0-0,7-0-1
2022-04-16,2,13,9,4,0,0.692,3,6승0무4패,1승,3-0-3,6-0-1
2022-04-16,3,12,8,4,0,0.667,3.5,6승0무4패,1승,4-0-3,4-0-1
2022-04-16,4,13,8,5,0,0.615,4,7승0무3패,1패,4-0-4,4-0-1
2022-04-16,5,12,6,6,0,0.5,5.5,5승0무5패,1패,2-0-3,4-0-3
2022-04-16,6,13,6,7,0,0.462,6,4승0무6패,2패,3-0-3,3-0-4
2022-04-16,7,12,5,7,0,0.417,6.5,5승0무5패,1승,4-0-3,1-0-4
2022-04-16,8,12,3,9,0,0.25,8.5,2승0무8패,1승,1-0-6,2-0-3
2022-04-16,9,13,3,10,0,0.231,9,3승0무7패,1패,2-0-5,1-0-5
2022-04-16,9,13,3,10,0,0.231,9,3승0무7패,1패,3-0-2,0-0-8
2022-04-17,1,14,13,1,0,0.929,0,9승0무1패,3승,6-0-0,7-0-1
2022-04-17,2,14,10,4,0,0.714,3,6승0무4패,2승,3-0-3,7-0-1
2022-04-17,3,14,9,5,0,0.643,4,8승0무2패,1승,4-0-4,5-0-1
2022-04-17,4,13,8,5,0,0.615,4.5,6승0무4패,1패,4-0-4,4-0-1
2022-04-17,5,13,7,6,0,0.538,5.5,5승0무5패,1승,3-0-3,4-0-3
2022-04-17,6,13,6,7,0,0.462,6.5,5승0무5패,2승,4-0-3,2-0-4
2022-04-17,7,14,6,8,0,0.429,7,3승0무7패,3패,3-0-3,3-0-5
2022-04-17,8,13,3,10,0,0.231,9.5,2승0무8패,1패,1-0-6,2-0-4
2022-04-17,9,14,3,11,0,0.214,10,2승0무8패,2패,2-0-6,1-0-5
2022-04-17,9,14,3,11,0,0.214,10,3승0무7패,2패,3-0-3,0-0-8
2022-04-19,1,15,13,2,0,0.867,0,8승0무2패,1패,6-0-1,7-0-1
2022-04-19,2,15,10,5,0,0.667,3,5승0무5패,1패,3-0-4,7-0-1
2022-04-19,2,15,10,5,0,0.667,3,9승0무1패,2승,4-0-4,6-0-1
2022-04-19,4,14,8,6,0,0.571,4.5,6승0무4패,2패,4-0-4,4-0-2
2022-04-19,5,14,7,7,0,0.5,5.5,5승0무5패,1패,3-0-4,4-0-3
2022-04-19,5,14,7,7,0,0.5,5.5,5승0무5패,3승,5-0-3,2-0-4
2022-04-19,7,15,6,9,0,0.4,7,3승0무7패,4패,3-0-3,3-0-6
2022-04-19,8,14,4,10,0,0.286,8.5,3승0무7패,1승,1-0-6,3-0-4
2022-04-19,9,15,4,11,0,0.267,9,3승0무7패,1승,3-0-6,1-0-5
2022-04-19,9,15,4,11,0,0.267,9,4승0무6패,1승,3-0-3,1-0-8
2022-04-20,1,16,14,2,0,0.875,0,8승0무2패,1승,7-0-1,7-0-1
2022-04-20,2,16,10,6,0,0.625,4,5승0무5패,2패,3-0-5,7-0-1
2022-04-20,2,16,10,6,0,0.625,4,8승0무2패,1패,4-0-4,6-0-2
2022-04-20,4,15,9,6,0,0.6,4.5,6승0무4패,1승,4-0-4,5-0-2
2022-04-20,5,15,8,7,0,0.533,5.5,5승0무5패,1승,4-0-4,4-0-3
2022-04-20,6,15,7,8,0,0.467,6.5,4승0무6패,1패,5-0-4,2-0-4
2022-04-20,7,16,6,10,0,0.375,8,3승0무7패,5패,3-0-3,3-0-7
2022-04-20,8,15,5,10,0,0.333,8.5,4승0무6패,2승,1-0-6,4-0-4
2022-04-20,9,16,5,11,0,0.313,9,3승0무7패,2승,4-0-6,1-0-5
2022-04-20,10,16,4,12,0,0.25,10,4승0무6패,1패,3-0-3,1-0-9
2022-04-21,1,17,15,2,0,0.882,0,8승0무2패,2승,8-0-1,7-0-1
2022-04-21,2,16,10,6,0,0.625,4.5,6승0무4패,2승,4-0-4,6-0-2
2022-04-21,3,17,10,7,0,0.588,5,4승0무6패,3패,3-0-6,7-0-1
2022-04-21,3,17,10,7,0,0.588,5,7승0무3패,2패,4-0-4,6-0-3
2022-04-21,5,16,8,8,0,0.5,6.5,5승0무5패,1패,4-0-5,4-0-3
2022-04-21,6,16,7,9,0,0.438,7.5,4승0무6패,2패,5-0-5,2-0-4
2022-04-21,7,17,7,10,0,0.412,8,4승0무6패,1승,3-0-3,4-0-7
2022-04-21,8,16,6,10,0,0.375,8.5,4승0무6패,3승,1-0-6,5-0-4
2022-04-21,9,17,5,12,0,0.294,10,3승0무7패,1패,4-0-7,1-0-5
2022-04-21,9,17,5,12,0,0.294,10,4승0무6패,1승,3-0-3,2-0-9
2022-04-22,1,18,15,3,0,0.833,0,7승0무3패,1패,8-0-1,7-0-2
2022-04-22,2,18,11,7,0,0.611,4,4승0무6패,1승,3-0-6,8-0-1
2022-04-22,3,17,10,7,0,0.588,4.5,6승0무4패,1패,4-0-5,6-0-2
2022-04-22,4,18,10,8,0,0.556,5,6승0무4패,3패,4-0-5,6-0-3
2022-04-22,5,17,9,8,0,0.529,5.5,5승0무5패,1승,4-0-5,5-0-3
2022-04-22,6,17,8,9,0,0.471,6.5,5승0무5패,1승,5-0-5,3-0-4
2022-04-22,7,17,7,10,0,0.412,7.5,5승0무5패,4승,2-0-6,5-0-4
2022-04-22,8,18,7,11,0,0.389,8,4승0무6패,1패,3-0-4,4-0-7
2022-04-22,9,18,6,12,0,0.333,9,4승0무6패,2승,4-0-3,2-0-9
2022-04-22,10,18,5,13,0,0.278,10,3승0무7패,2패,4-0-7,1-0-6
2022-04-23,1,19,15,4,0,0.789,0,6승0무4패,2패,8-0-1,7-0-3
2022-04-23,2,18,11,7,0,0.611,3.5,6승0무4패,1승,5-0-5,6-0-2
2022-04-23,3,19,11,8,0,0.579,4,4승0무6패,1패,3-0-6,8-0-2
2022-04-23,3,19,11,8,0,0.579,4,6승0무4패,1승,5-0-5,6-0-3
2022-04-23,5,18,10,8,0,0.556,4.5,6승0무4패,2승,4-0-5,6-0-3
2022-04-23,6,18,8,10,0,0.444,6.5,6승0무4패,5승,3-0-6,5-0-4
2022-04-23,6,18,8,10,0,0.444,6.5,5승0무5패,1패,5-0-5,3-0-5
2022-04-23,8,19,7,12,0,0.368,8,3승0무7패,2패,3-0-5,4-0-7
2022-04-23,8,19,7,12,0,0.368,8,5승0무5패,3승,5-0-3,2-0-9
2022-04-23,10,19,5,14,0,0.263,10,3승0무7패,3패,4-0-7,1-0-7
2022-04-24,1,20,16,4,0,0.8,0,6승0무4패,1승,8-0-1,8-0-3
2022-04-24,2,20,12,8,0,0.6,4,5승0무5패,1승,3-0-6,9-0-2
2022-04-24,3,19,11,8,0,0.579,4.5,5승0무5패,1패,5-0-6,6-0-2
2022-04-24,3,19,11,8,0,0.579,4.5,7승0무3패,3승,4-0-5,7-0-3
2022-04-24,5,20,11,9,0,0.55,5,5승0무5패,1패,5-0-6,6-0-3
2022-04-24,6,19,9,10,0,0.474,6.5,5승0무5패,1승,5-0-5,4-0-5
2022-04-24,7,19,8,11,0,0.421,7.5,6승0무4패,1패,3-0-7,5-0-4
2022-04-24,8,20,7,13,0,0.35,9,2승0무8패,3패,3-0-6,4-0-7
2022-04-24,8,20,7,13,0,0.35,9,5승0무5패,1패,5-0-4,2-0-9
2022-04-24,10,20,6,14,0,0.3,10,4승0무6패,1승,4-0-7,2-0-7
2022-04-26,1,21,17,4,0,0.81,0,7승0무3패,2승,8-0-1,9-0-3
2022-04-26,2,20,12,8,0,0.6,4.5,5승0무5패,1승,6-0-6,6-0-2
2022-04-26,3,21,12,9,0,0.571,5,4승0무6패,1패,3-0-6,9-0-3
2022-04-26,4,20,11,9,0,0.55,5.5,6승0무4패,1패,4-0-6,7-0-3
2022-04-26,5,21,11,10,0,0.524,6,4승0무6패,2패,5-0-6,6-0-4
2022-04-26,6,20,10,10,0,0.5,6.5,6승0무4패,2승,5-0-5,5-0-5
2022-04-26,7,20,8,12,0,0.4,8.5,6승0무4패,2패,3-0-8,5-0-4
2022-04-26,8,21,8,13,0,0.381,9,2승0무8패,1승,4-0-6,4-0-7
2022-04-26,8,21,8,13,0,0.381,9,6승0무4패,1승,6-0-4,2-0-9
2022-04-26,10,21,6,15,0,0.286,11,4승0무6패,1패,4-0-7,2-0-8
2022-04-27,1,22,17,4,1,0.81,0,6승1무3패,2승,8-0-1,2009-01-03
2022-04-27,2,21,13,8,0,0.619,4,6승0무4패,2승,7-0-6,6-0-2
2022-04-27,3,22,13,9,0,0.591,4.5,5승0무5패,1승,3-0-6,10-0-3
2022-04-27,4,21,11,9,1,0.55,5.5,5승1무4패,1패,2004-01-06,7-0-3
2022-04-27,5,22,12,10,0,0.545,5.5,4승0무6패,1승,5-0-6,7-0-4
2022-04-27,6,21,10,11,0,0.476,7,6승0무4패,1패,5-0-5,5-0-6
2022-04-27,7,21,9,12,0,0.429,8,7승0무3패,1승,4-0-8,5-0-4
2022-04-27,8,22,8,14,0,0.364,9.5,2승0무8패,1패,4-0-7,4-0-7
2022-04-27,8,22,8,14,0,0.364,9.5,5승0무5패,1패,6-0-5,2-0-9
2022-04-27,10,22,6,16,0,0.273,11.5,3승0무7패,2패,4-0-7,2-0-9
2022-04-28,1,23,17,5,1,0.773,0,5승1무4패,1패,8-0-1,2009-01-04
2022-04-28,2,23,14,9,0,0.609,3.5,5승0무5패,2승,3-0-6,11-0-3
2022-04-28,3,22,13,9,0,0.591,4,5승0무5패,1패,7-0-7,6-0-2
2022-04-28,4,22,12,9,1,0.571,4.5,6승1무3패,1승,2005-01-06,7-0-3
2022-04-28,5,23,13,10,0,0.565,4.5,5승0무5패,2승,5-0-6,8-0-4
2022-04-28,6,22,10,12,0,0.455,7,7승0무3패,2승,5-0-8,5-0-4
2022-04-28,6,22,10,12,0,0.455,7,5승0무5패,2패,5-0-5,5-0-7
2022-04-28,8,23,8,15,0,0.348,9.5,2승0무8패,2패,4-0-8,4-0-7
2022-04-28,8,23,8,15,0,0.348,9.5,5승0무5패,2패,6-0-6,2-0-9
2022-04-28,10,23,7,16,0,0.304,10.5,4승0무6패,1승,4-0-7,3-0-9
2022-04-29,1,24,18,5,1,0.783,0,5승1무4패,1승,9-0-1,2009-01-04
2022-04-29,2,23,13,9,1,0.591,4.5,6승1무3패,2승,2005-01-06,8-0-3
2022-04-29,3,24,14,10,0,0.583,4.5,4승0무6패,1패,3-0-7,11-0-3
2022-04-29,4,23,13,10,0,0.565,5,5승0무5패,2패,7-0-7,6-0-3
2022-04-29,5,24,13,11,0,0.542,5.5,4승0무6패,1패,5-0-7,8-0-4
2022-04-29,6,23,11,12,0,0.478,7,8승0무2패,3승,5-0-8,6-0-4
2022-04-29,7,23,10,13,0,0.435,8,4승0무6패,3패,5-0-6,5-0-7
2022-04-29,8,24,9,15,0,0.375,9.5,3승0무7패,1승,4-0-8,5-0-7
2022-04-29,9,24,8,16,0,0.333,10.5,5승0무5패,2승,5-0-7,3-0-9
2022-04-29,9,24,8,16,0,0.333,10.5,5승0무5패,3패,6-0-6,2-0-10
2022-04-30,1,25,19,5,1,0.792,0,6승1무3패,2승,10-0-1,2009-01-04
2022-04-30,2,24,14,9,1,0.609,4.5,7승1무2패,3승,2005-01-06,9-0-3
2022-04-30,3,25,14,11,0,0.56,5.5,4승0무6패,2패,3-0-8,11-0-3
2022-04-30,3,25,14,11,0,0.56,5.5,4승0무6패,1승,6-0-7,8-0-4
2022-04-30,5,24,13,11,0,0.542,6,5승0무5패,3패,7-0-7,6-0-4
2022-04-30,6,24,11,13,0,0.458,8,7승0무3패,1패,5-0-8,6-0-5
2022-04-30,7,24,10,14,0,0.417,9,3승0무7패,4패,5-0-7,5-0-7
2022-04-30,8,25,10,15,0,0.4,9.5,4승0무6패,2승,4-0-8,6-0-7
2022-04-30,9,25,9,16,0,0.36,10.5,5승0무5패,1승,6-0-6,3-0-10
2022-04-30,10,25,8,17,0,0.32,11.5,4승0무6패,1패,5-0-8,3-0-9
2022-05-01,1,26,19,6,1,0.76,0,5승1무4패,1패,10-0-2,2009-01-04
2022-05-01,2,25,15,9,1,0.625,3.5,7승1무2패,4승,2005-01-06,10-0-3
2022-05-01,3,26,15,11,0,0.577,4.5,5승0무5패,2승,7-0-7,8-0-4
2022-05-01,4,25,14,11,0,0.56,5,5승0무5패,1승,7-0-7,7-0-4
2022-05-01,5,26,14,12,0,0.538,5.5,4승0무6패,3패,3-0-9,11-0-3
2022-05-01,6,25,11,14,0,0.44,8,6승0무4패,2패,5-0-8,6-0-6
2022-05-01,7,26,11,15,0,0.423,8.5,5승0무5패,3승,4-0-8,7-0-7
2022-05-01,8,25,10,15,0,0.4,9,3승0무7패,5패,5-0-8,5-0-7
2022-05-01,9,26,10,16,0,0.385,9.5,6승0무4패,2승,6-0-6,4-0-10
2022-05-01,10,26,8,18,0,0.308,11.5,3승0무7패,2패,5-0-9,3-0-9
2022-05-03,1,27,20,6,1,0.769,0,5승1무4패,1승,11-0-2,2009-01-04
2022-05-03,2,26,15,10,1,0.6,4.5,7승1무2패,1패,2005-01-06,10-0-4
2022-05-03,3,27,16,11,0,0.593,4.5,6승0무4패,3승,7-0-7,9-0-4
2022-05-03,4,27,15,12,0,0.556,5.5,5승0무5패,1승,4-0-9,11-0-3
2022-05-03,5,26,14,12,0,0.538,6,4승0무6패,1패,7-0-7,7-0-5
2022-05-03,6,26,12,14,0,0.462,8,6승0무4패,1승,6-0-8,6-0-6
2022-05-03,7,27,11,16,0,0.407,9.5,4승0무6패,1패,4-0-9,7-0-7
2022-05-03,8,26,10,16,0,0.385,10,3승0무7패,6패,5-0-9,5-0-7
2022-05-03,9,27,10,17,0,0.37,10.5,5승0무5패,1패,6-0-6,4-0-11
2022-05-03,10,27,9,18,0,0.333,11.5,4승0무6패,1승,5-0-9,4-0-9
2022-05-04,1,28,20,7,1,0.741,0,5승1무4패,1패,11-0-3,2009-01-04
2022-05-04,2,27,16,10,1,0.615,3.5,7승1무2패,1승,2005-01-06,11-0-4
2022-05-04,3,28,16,12,0,0.571,4.5,6승0무4패,1패,7-0-7,9-0-5
2022-05-04,4,27,15,12,0,0.556,5,5승0무5패,1승,7-0-7,8-0-5
2022-05-04,5,28,15,13,0,0.536,5.5,4승0무6패,1패,4-0-10,11-0-3
2022-05-04,6,27,12,15,0,0.444,8,5승0무5패,1패,6-0-9,6-0-6
2022-05-04,7,28,12,16,0,0.429,8.5,5승0무5패,1승,5-0-9,7-0-7
2022-05-04,8,27,11,16,0,0.407,9,3승0무7패,1승,6-0-9,5-0-7
2022-05-04,9,28,11,17,0,0.393,9.5,5승0무5패,1승,6-0-6,5-0-11
2022-05-04,10,28,9,19,0,0.321,11.5,4승0무6패,1패,5-0-9,4-0-10
2022-05-05,1,29,21,7,1,0.75,0,6승1무3패,1승,12-0-3,2009-01-04
2022-05-05,2,28,16,11,1,0.593,4.5,6승1무3패,1패,2005-01-06,11-0-5
2022-05-05,3,28,16,12,0,0.571,5,5승0무5패,2승,7-0-7,9-0-5
2022-05-05,4,29,16,13,0,0.552,5.5,5승0무5패,2패,7-0-7,9-0-6
2022-05-05,5,29,15,14,0,0.517,6.5,4승0무6패,2패,4-0-11,11-0-3
2022-05-05,6,28,13,15,0,0.464,8,5승0무5패,1승,7-0-9,6-0-6
2022-05-05,7,29,13,16,0,0.448,8.5,6승0무4패,2승,6-0-9,7-0-7
2022-05-05,8,28,12,16,0,0.429,9,4승0무6패,2승,7-0-9,5-0-7
2022-05-05,9,29,11,18,0,0.379,10.5,4승0무6패,1패,6-0-6,5-0-12
2022-05-05,10,29,9,20,0,0.31,12.5,4승0무6패,2패,5-0-9,4-0-11
2022-05-06,1,30,21,8,1,0.724,0,5승1무4패,1패,12-0-3,2009-01-05
2022-05-06,2,29,16,12,1,0.571,4.5,5승1무4패,2패,2005-01-07,11-0-5
2022-05-06,3,30,17,13,0,0.567,4.5,6승0무4패,1승,8-0-7,9-0-6
2022-05-06,4,29,16,13,0,0.552,5,5승0무5패,1패,7-0-8,9-0-5
2022-05-06,5,30,16,14,0,0.533,5.5,4승0무6패,1승,4-0-11,12-0-3
2022-05-06,6,29,14,15,0,0.483,7,6승0무4패,2승,7-0-9,7-0-6
2022-05-06,7,30,14,16,0,0.467,7.5,7승0무3패,3승,6-0-9,8-0-7
2022-05-06,8,29,13,16,0,0.448,8,4승0무6패,3승,7-0-9,6-0-7
2022-05-06,9,30,11,19,0,0.367,10.5,4승0무6패,2패,6-0-7,5-0-12
2022-05-06,10,30,9,21,0,0.3,12.5,3승0무7패,3패,5-0-10,4-0-11
2022-05-07,1,31,22,8,1,0.733,0,5승1무4패,1승,12-0-3,2010-01-05
2022-05-07,2,30,17,13,0,0.567,5,5승0무5패,1승,8-0-8,9-0-5
2022-05-07,3,30,16,13,1,0.552,5.5,5승1무4패,3패,2005-01-08,11-0-5
2022-05-07,4,31,17,14,0,0.548,5.5,5승0무5패,2승,4-0-11,13-0-3
2022-05-07,4,31,17,14,0,0.548,5.5,6승0무4패,1패,8-0-8,9-0-6
2022-05-07,6,31,15,16,0,0.484,7.5,7승0무3패,4승,6-0-9,9-0-7
2022-05-07,7,30,14,16,0,0.467,8,6승0무4패,1패,7-0-9,7-0-7
2022-05-07,7,30,14,16,0,0.467,8,4승0무6패,4승,7-0-9,7-0-7
2022-05-07,9,31,11,20,0,0.355,11.5,3승0무7패,3패,6-0-8,5-0-12
2022-05-07,10,31,9,22,0,0.29,13.5,3승0무7패,4패,5-0-11,4-0-11
2022-05-08,1,32,23,8,1,0.742,0,6승0무4패,2승,12-0-3,2011-01-05
2022-05-08,2,32,18,14,0,0.563,5.5,5승0무5패,3승,4-0-11,14-0-3
