YEAR,PLAYER_ID,PLAYER_NAME,TEAM_ID,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
2021,63123,강승호,두산,0.239,113,340,301,47,72,16,2,7,113,37,8,3
2021,79290,국해성,두산,0.125,4,8,8,0,1,0,0,0,1,0,0,0
2021,68204,권민석,두산,0.214,33,15,14,8,3,2,0,0,5,1,0,0
2021,50203,권휘,두산,,2,0,0,0,0,0,0,0,0,0,0,0
2021,77263,김강률,두산,,8,0,0,0,0,0,0,0,0,0,0,0
2021,67246,김명신,두산,,4,0,0,0,0,0,0,0,0,0,0,0
2021,68200,김민규,두산,,2,0,0,0,0,0,0,0,0,0,0,0
2021,65269,김민혁,두산,0,6,8,6,0,0,0,0,0,0,0,0,0
2021,63257,김인태,두산,0.259,133,418,344,51,89,15,1,8,130,46,5,4
2021,74206,김재호,두산,0.209,89,251,211,23,44,8,0,1,55,24,6,3
2021,78224,김재환,두산,0.274,137,566,475,86,130,23,2,27,238,102,0,5
2021,69104,남호,두산,,1,0,0,0,0,0,0,0,0,0,0,0
2021,67259,문원,두산,,1,0,0,0,0,0,0,0,0,0,0,0
2021,79215,박건우,두산,0.325,126,525,458,82,149,31,2,6,202,63,0,6
2021,64468,박계범,두산,0.267,118,385,322,44,86,12,1,5,115,46,7,3
2021,51298,박성재,두산,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,62244,박세혁,두산,0.219,96,270,237,25,52,12,0,0,64,30,3,3
2021,63292,박소준,두산,,1,0,0,0,0,0,0,0,0,0,0,0
2021,50204,박지훈,두산,0.333,34,14,12,6,4,1,0,0,5,2,0,0
2021,67266,박치국,두산,,1,0,0,0,0,0,0,0,0,0,0,0
2021,63559,백동훈,두산,0,5,3,3,1,0,0,0,0,0,0,0,0
2021,66203,서예일,두산,0,5,1,1,0,0,0,0,0,0,0,0,0
2021,64086,신성현,두산,0.182,11,15,11,3,2,0,0,0,2,0,0,0
2021,50202,안권수,두산,0.238,87,47,42,17,10,0,1,0,12,4,2,0
2021,51203,안재석,두산,0.255,96,224,200,28,51,8,2,2,69,14,0,4
2021,64153,양석환,두산,0.273,133,546,488,66,133,22,0,28,239,96,0,7
2021,50208,오명진,두산,0,2,3,3,1,0,0,0,0,0,0,0,0
2021,77248,오재원,두산,0.167,45,79,72,6,12,3,0,0,15,5,0,1
2021,62242,윤명준,두산,,4,0,0,0,0,0,0,0,0,0,0,0
2021,69205,이교훈,두산,,2,0,0,0,0,0,0,0,0,0,0,0
2021,64805,이승진,두산,,1,0,0,0,0,0,0,0,0,0,0,0
2021,66291,이영하,두산,,1,0,0,0,0,0,0,0,0,0,0,0
2021,63202,장승현,두산,0.232,92,211,177,18,41,10,0,2,57,27,6,1
2021,68205,전민재,두산,0.25,9,5,4,1,1,0,0,0,1,1,0,1
2021,79231,정수빈,두산,0.259,104,351,313,50,81,19,4,3,117,37,4,2
2021,66209,조수행,두산,0.286,115,104,84,34,24,2,1,1,31,8,1,0
2021,64213,최용제,두산,0.279,79,119,104,7,29,3,0,0,32,15,1,1
2021,69209,페르난데스,두산,0.315,141,617,540,73,170,24,0,15,239,81,0,6
2021,79240,허경민,두산,0.278,136,518,468,61,130,24,1,5,171,59,3,3
2021,61643,홍건희,두산,,1,0,0,0,0,0,0,0,0,0,0,0
2021,66207,황경태,두산,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,66710,강상원,한화,0.108,35,49,37,7,4,0,0,0,4,2,2,0
2021,50705,강재민,한화,,2,0,0,0,0,0,0,0,0,0,0,0
2021,69702,김건,한화,0.083,5,12,12,0,1,0,0,0,1,0,0,0
2021,67711,김기탁,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,61554,김민하,한화,0.209,46,142,115,14,24,4,1,1,33,17,0,2
2021,63765,김종수,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,65503,김지수,한화,0.083,11,25,24,0,2,1,0,0,3,0,0,0
2021,71752,김태균,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,66704,김태연,한화,0.301,53,220,176,29,53,12,0,3,74,34,0,5
2021,63704,노수광,한화,0.231,52,180,160,21,37,7,0,3,53,14,2,0
2021,69737,노시환,한화,0.271,107,458,380,56,103,18,1,18,177,84,0,4
2021,64704,노태형,한화,0.116,18,49,43,6,5,1,0,0,6,1,0,0
2021,66707,박상언,한화,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,50709,박정현,한화,0.196,33,120,107,10,21,4,0,0,25,9,3,1
2021,78643,백용환,한화,0.14,39,102,86,10,12,1,0,4,25,4,2,0
2021,61156,송윤준,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,51767,송호정,한화,0,10,11,10,1,0,0,0,0,0,0,0,0
2021,60140,신정락,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,69766,유로결,한화,0.143,34,112,98,11,14,5,0,1,22,7,2,2
2021,63464,윤대경,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,63961,윤호솔,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,65703,이도윤,한화,0.175,56,68,63,5,11,0,0,0,11,2,1,0
2021,64266,이성곤,한화,0.264,62,208,174,17,46,12,2,1,65,24,1,1
2021,73136,이성열,한화,0.21,46,140,119,15,25,8,0,2,39,20,0,2
2021,66702,이시원,한화,0.189,33,62,53,8,10,1,0,0,11,2,4,0
2021,68700,이원석,한화,0.175,43,130,114,12,20,1,1,1,26,9,4,2
2021,60343,이해창,한화,0.167,20,60,54,4,9,3,0,0,12,4,3,1
2021,50704,임종찬,한화,0.153,42,146,131,9,20,5,0,1,28,8,2,0
2021,62611,임준섭,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,51762,장규현,한화,0.25,7,12,12,0,3,1,0,0,4,1,0,0
2021,79764,장민재,한화,,1,0,0,0,0,0,0,0,0,0,0,0
2021,63700,장운호,한화,0.235,103,338,285,36,67,10,0,0,77,28,7,3
2021,51706,장지승,한화,0.18,24,72,61,7,11,1,0,1,15,5,2,1
2021,51764,정민규,한화,0.125,6,17,16,1,2,1,0,0,3,0,0,0
2021,74857,정우람,한화,,4,0,0,0,0,0,0,0,0,0,0,0
2021,68743,정은원,한화,0.283,139,608,495,85,140,22,5,6,190,39,4,3
2021,61208,정진호,한화,0.228,47,167,145,9,33,9,0,0,42,15,4,2
2021,69705,조한민,한화,0.197,52,145,127,15,25,6,2,5,50,18,1,2
2021,50707,최인호,한화,0.206,49,164,136,17,28,6,0,4,46,23,0,2
2021,78288,최재훈,한화,0.275,116,467,375,52,103,21,0,7,145,44,5,3
2021,51714,페레즈,한화,0.268,59,252,224,26,60,15,1,5,92,33,0,7
2021,62700,하주석,한화,0.272,138,594,525,84,143,27,3,10,206,68,5,3
2021,69706,허관회,한화,0.19,28,79,63,4,12,0,0,0,12,2,0,2
2021,51725,힐리,한화,0.257,67,268,249,27,64,11,1,7,98,37,0,1
2021,61700,강경학,KIA,0.152,25,39,33,3,5,0,0,0,5,1,0,0
2021,51640,권다결,KIA,0.222,5,18,18,1,4,0,0,0,4,0,0,0
2021,66614,김규성,KIA,0.139,54,41,36,8,5,1,0,0,6,2,0,0
2021,62864,김민식,KIA,0.22,100,301,250,30,55,8,0,3,72,26,3,3
2021,67610,김석환,KIA,0.263,5,20,19,1,5,0,0,1,8,3,0,0
2021,78603,김선빈,KIA,0.307,130,564,501,55,154,32,0,5,201,67,1,5
2021,64984,김태진,KIA,0.276,99,414,381,43,105,12,5,1,130,36,6,4
2021,65653,김호령,KIA,0.208,62,154,130,16,27,2,0,4,41,15,2,0
2021,73209,나주환,KIA,0.161,19,32,31,0,5,0,0,0,5,3,0,1
2021,78629,나지완,KIA,0.16,31,102,81,3,13,1,0,0,14,7,0,1
2021,62234,류지혁,KIA,0.278,92,327,273,37,76,8,0,2,90,34,2,3
2021,50657,박민,KIA,0.171,18,38,35,3,6,1,0,0,7,3,0,0
2021,67609,박정우,KIA,0.188,32,61,48,3,9,1,0,0,10,4,1,0
2021,64646,박찬호,KIA,0.246,131,483,418,51,103,15,5,1,131,59,8,3
2021,69636,오선우,KIA,0.067,9,16,15,1,1,0,0,0,1,0,0,0
2021,68614,오정환,KIA,0.235,9,18,17,1,4,1,0,0,5,2,0,0
2021,62265,유민상,KIA,0.233,24,74,60,7,14,2,0,1,19,6,0,0
2021,63260,이우성,KIA,0.2,65,100,85,12,17,5,0,0,22,4,1,1
2021,67644,이정훈,KIA,0.248,41,151,129,14,32,6,0,2,44,14,0,0
2021,66657,이진영,KIA,0.2,17,47,40,8,8,2,1,2,18,5,0,0
2021,64560,이창진,KIA,0.209,105,293,249,35,52,8,1,3,71,33,4,3
2021,63950,장현식,KIA,,1,0,0,0,0,0,0,0,0,0,0,0
2021,50662,정해영,KIA,,3,0,0,0,0,0,0,0,0,0,0,0
2021,66606,최원준,KIA,0.295,143,668,589,82,174,21,6,4,219,44,4,3
2021,62893,최정민,KIA,0.333,39,19,15,5,5,0,0,0,5,1,0,0
2021,65464,최정용,KIA,0.192,53,65,52,7,10,1,0,0,11,2,3,1
2021,72443,최형우,KIA,0.233,104,446,373,52,87,15,1,12,140,55,0,2
2021,69652,터커,KIA,0.237,127,539,468,42,111,24,1,9,164,59,0,2
2021,63722,한승택,KIA,0.217,82,239,203,17,44,7,0,3,60,16,5,0
2021,65610,황대인,KIA,0.238,86,308,282,30,67,10,1,13,118,45,1,5
2021,62908,황윤호,KIA,0.176,6,19,17,2,3,0,0,0,3,0,0,0
2021,50393,김동욱,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2021,50304,김병휘,키움,0.2,13,11,10,5,2,0,0,0,2,0,0,0
2021,67828,김성민,키움,,5,0,0,0,0,0,0,0,0,0,0,0
2021,51301,김성진,키움,,3,0,0,0,0,0,0,0,0,0,0,0
2021,68346,김수환,키움,0.22,13,44,41,5,9,2,0,2,17,5,0,1
2021,65898,김웅빈,키움,0.241,97,279,232,24,56,13,1,6,89,35,2,2
2021,65304,김은성,키움,0.278,6,18,18,1,5,3,0,0,8,2,0,0
2021,67391,김재웅,키움,,3,0,0,0,0,0,0,0,0,0,0,0
2021,62332,김재현,키움,0.217,39,51,46,2,10,7,0,0,17,8,2,0
2021,65392,김정인,키움,,3,0,0,0,0,0,0,0,0,0,0,0
2021,69306,김주형,키움,0.18,36,70,50,5,9,3,0,0,12,5,3,0
2021,62360,김태훈,키움,,5,0,0,0,0,0,0,0,0,0,0,0
2021,67304,김혜성,키움,0.304,144,635,559,99,170,20,3,3,205,66,0,10
2021,51344,김휘집,키움,0.129,34,89,70,9,9,1,0,1,13,8,3,1
2021,60336,문성현,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2021,50365,문찬종,키움,0.143,13,17,14,0,2,0,0,0,2,1,0,0
2021,50397,박관진,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2021,79365,박동원,키움,0.249,131,481,413,61,103,21,0,22,190,83,5,3
2021,75125,박병호,키움,0.227,118,477,409,48,93,23,0,20,176,76,0,7
2021,66305,박승주,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2021,62353,박정음,키움,0,70,18,14,19,0,0,0,0,0,1,0,1
2021,50357,박주홍,키움,0.106,23,56,47,4,5,2,0,0,7,3,0,0
2021,64657,박준태,키움,0.196,27,58,46,10,9,3,0,0,12,4,0,0
2021,68305,변상권,키움,0.239,72,171,159,19,38,5,4,0,51,20,0,3
2021,65357,송성문,키움,0.249,66,274,245,30,61,10,1,6,91,33,2,1
2021,65362,송우현,키움,0.296,69,282,250,34,74,17,2,3,104,42,1,1
2021,50312,신준우,키움,0.167,56,51,42,7,7,3,0,0,10,4,1,1
2021,61268,양현,키움,,4,0,0,0,0,0,0,0,0,0,0,0
2021,68330,예진원,키움,0.158,52,132,114,16,18,6,1,1,29,8,3,1
2021,74359,오주원,키움,,2,0,0,0,0,0,0,0,0,0,0,0
2021,69399,윤정현,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2021,69366,이명기,키움,0.167,3,8,6,0,1,0,0,0,1,1,0,0
2021,67603,이승호,키움,,3,0,0,0,0,0,0,0,0,0,0,0
2021,74163,이용규,키움,0.296,133,547,459,88,136,16,8,1,171,43,6,6
2021,67341,이정후,키움,0.36,123,544,464,78,167,42,6,7,242,84,0,9
2021,67341,이정후,키움,0.36,123,544,464,78,167,42,6,7,242,84,0,9
2021,51302,이주형,키움,0.1,5,11,10,1,1,0,0,1,4,3,0,0
2021,79456,이지영,키움,0.275,108,258,233,29,64,5,1,0,71,31,2,3
2021,64340,임지열,키움,0.12,19,30,25,5,3,0,0,0,3,0,0,0
2021,51359,장재영,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2021,65586,전병우,키움,0.187,115,261,214,35,40,8,0,6,66,31,4,1
2021,63342,조상우,키움,,4,0,0,0,0,0,0,0,0,0,0,0
2021,69360,조영건,키움,,1,0,0,0,0,0,0,0,0,0,0,0
2021,51309,크레익,키움,0.248,61,247,222,25,55,12,0,6,85,30,0,1
2021,51324,프레이타스,키움,0.259,43,148,139,13,36,10,0,2,52,14,0,1
2021,65399,허정협,키움,0.156,29,52,45,5,7,0,0,0,7,2,0,0
2021,64906,강민국,KT,0.244,18,50,45,2,11,2,0,0,13,4,2,0
2021,68050,강백호,KT,0.347,142,627,516,76,179,40,1,16,269,102,0,8
2021,68069,고명성,KT,0,7,1,1,1,0,0,0,0,0,0,0,0
2021,64001,고영표,KT,,1,1,0,0,0,0,0,0,0,0,0,0
2021,51003,권동진,KT,0.254,86,86,67,21,17,5,0,1,25,6,1,0
2021,51005,김건형,KT,0.212,11,39,33,4,7,1,0,0,8,0,0,0
2021,65048,김민수,KT,,6,0,0,0,0,0,0,0,0,0,0,0
2021,64004,김민혁,KT,0.32,75,199,172,22,55,6,2,1,68,13,5,0
2021,64014,김병희,KT,0.288,34,70,52,16,15,3,0,5,33,13,2,0
2021,65062,김재윤,KT,,8,0,0,0,0,0,0,0,0,0,0,0
2021,62558,김준태,KT,0.195,58,149,128,17,25,5,0,4,42,15,0,2
2021,65040,김태훈,KT,0.23,44,91,87,6,20,4,1,1,29,6,1,0
2021,64007,문상철,KT,0.219,53,106,96,14,21,6,0,2,33,16,0,0
2021,73113,박경수,KT,0.192,118,280,239,24,46,10,0,9,83,33,4,0
2021,62802,박승욱,KT,0.333,8,6,6,5,2,1,0,0,3,0,0,0
2021,60559,박시영,KT,,3,0,0,0,0,0,0,0,0,0,0,0
2021,64166,배정대,KT,0.259,144,595,510,85,132,23,1,12,193,68,3,5
2021,64012,송민섭,KT,0.229,122,65,48,39,11,0,0,0,11,7,5,0
2021,62556,신본기,KT,0.236,96,206,174,25,41,8,0,1,52,19,5,1
2021,64006,심우준,KT,0.268,139,460,407,61,109,20,2,6,151,48,10,6
2021,64017,심재민,KT,,3,0,0,0,0,0,0,0,0,0,0,0
2021,73738,안영명,KT,,1,0,0,0,0,0,0,0,0,0,0,0
2021,51004,알몬테,KT,0.271,60,250,225,18,61,9,0,7,91,36,0,2
2021,64504,오윤석,KT,0.244,97,198,164,23,40,11,0,4,63,16,5,0
2021,76757,유원상,KT,,1,0,0,0,0,0,0,0,0,0,0,0
2021,74339,유한준,KT,0.309,104,337,282,30,87,16,0,5,118,42,0,4
2021,67008,이대은,KT,,1,0,0,0,0,0,0,0,0,0,0,0
2021,65057,이창재,KT,,1,0,0,0,0,0,0,0,0,0,0,0
2021,63634,이홍구,KT,0.164,37,58,55,4,9,0,0,1,12,5,0,1
2021,78548,장성우,KT,0.231,127,460,385,46,89,13,0,14,144,63,9,3
2021,64868,조용호,KT,0.236,138,515,428,71,101,14,1,0,117,48,5,5
2021,64047,조현우,KT,,3,0,0,0,0,0,0,0,0,0,0,0
2021,50054,천성호,KT,0.286,41,47,42,13,12,1,0,0,13,4,0,0
2021,78517,하준호,KT,,2,0,0,0,0,0,0,0,0,0,0,0
2021,77243,허도환,KT,0.276,62,125,105,8,29,6,0,2,41,21,10,0
2021,68730,호잉,KT,0.239,68,294,259,32,62,11,1,11,108,52,0,5
2021,67005,홍현빈,KT,0.182,43,12,11,8,2,0,0,0,2,0,1,0
2021,76313,황재균,KT,0.291,117,507,453,74,132,16,2,10,182,56,1,4
2021,67119,고우석,LG,,5,0,0,0,0,0,0,0,0,0,0,0
2021,69100,구본혁,LG,0.132,123,45,38,10,5,2,0,0,7,3,1,2
2021,77564,김민성,LG,0.222,121,426,360,35,80,22,0,8,126,39,11,5
2021,78217,김용의,LG,0.148,102,41,27,19,4,2,0,0,6,2,4,1
2021,65132,김재성,LG,0.138,58,73,65,6,9,2,1,1,16,3,1,1
2021,66162,김주성,LG,0.167,3,7,6,1,1,0,0,1,4,1,0,0
2021,60181,김지용,LG,,1,0,0,0,0,0,0,0,0,0,0,0
2021,51154,김진수,LG,,1,0,0,0,0,0,0,0,0,0,0,0
2021,76290,김현수,LG,0.285,140,595,506,70,144,23,1,17,220,96,0,9
2021,66113,김호은,LG,0,7,9,9,0,0,0,0,0,0,0,0,0
2021,50165,라모스,LG,0.243,51,205,185,14,45,7,1,8,78,25,0,0
2021,63103,류원석,LG,,1,0,0,0,0,0,0,0,0,0,0,0
2021,69102,문보경,LG,0.23,107,329,278,37,64,11,1,8,101,39,3,2
2021,68119,문성주,LG,0.228,31,89,79,11,18,1,0,1,22,10,0,1
2021,51144,보어,LG,0.17,32,117,100,7,17,2,0,3,28,17,0,3
2021,78168,서건창,LG,0.253,144,600,513,78,130,24,2,6,176,52,5,4
2021,50150,손호영,LG,0.1,8,12,10,2,1,0,0,0,1,0,0,0
2021,65207,신민재,LG,0.13,32,27,23,8,3,0,0,0,3,2,0,0
2021,65115,안익훈,LG,0.143,48,16,14,4,2,1,0,0,3,1,0,0
2021,79109,오지환,LG,0.254,134,532,464,62,118,19,2,8,165,57,4,5
2021,61102,유강남,LG,0.252,130,441,397,39,100,16,0,11,149,60,3,2
2021,65117,이상규,LG,,3,0,0,0,0,0,0,0,0,0,0,0
2021,69168,이상영,LG,,3,0,0,0,0,0,0,0,0,0,0,0
2021,60566,이상호,LG,0.308,45,68,65,5,20,2,0,0,22,12,2,0
2021,71184,이성우,LG,0.212,36,39,33,0,7,0,0,0,7,2,5,0
2021,51100,이영빈,LG,0.243,72,169,148,21,36,9,0,2,51,16,2,1
2021,61145,이우찬,LG,,1,0,0,0,0,0,0,0,0,0,0,0
2021,68106,이재원,LG,0.247,62,171,154,22,38,6,0,5,59,17,0,1
2021,69134,이정용,LG,,1,0,0,0,0,0,0,0,0,0,0,0
2021,50167,이주형,LG,0.125,14,19,16,3,2,0,0,0,2,0,1,0
2021,67164,이찬혁,LG,,1,0,0,0,0,0,0,0,0,0,0,0
2021,61186,이천웅,LG,0.199,68,211,181,20,36,7,0,2,49,16,1,1
2021,78135,이형종,LG,0.218,90,281,239,32,52,11,0,10,93,34,1,0
2021,64115,장준원,LG,0,5,3,3,0,0,0,0,0,0,0,0,0
2021,79150,정주현,LG,0.238,73,214,181,26,43,7,1,3,61,10,9,0
2021,76650,진해수,LG,,2,0,0,0,0,0,0,0,0,0,0,0
2021,65241,채원후,LG,,4,0,0,0,0,0,0,0,0,0,0,0
2021,79192,채은성,LG,0.276,110,448,387,59,107,20,0,16,175,82,0,7
2021,65157,최민창,LG,0,3,2,2,0,0,0,0,0,0,0,0,0
2021,62146,최성훈,LG,,5,0,0,0,0,0,0,0,0,0,0,0
2021,64101,한석현,LG,0.286,16,26,21,5,6,2,1,0,10,1,0,1
2021,66108,홍창기,LG,0.328,144,651,524,103,172,26,2,4,214,52,0,2
2021,65515,강로한,롯데,0.121,21,35,33,7,4,0,0,2,10,4,0,0
2021,79358,강윤구,롯데,,1,0,0,0,0,0,0,0,0,0,0,0
2021,65514,강태율,롯데,0.077,19,31,26,1,2,1,0,1,6,5,0,1
2021,67504,김민수,롯데,0.241,82,224,199,19,48,11,1,3,70,25,3,1
2021,62528,김원중,롯데,,3,0,0,0,0,0,0,0,0,0,0,0
2021,64596,김유영,롯데,,2,0,0,0,0,0,0,0,0,0,0,0
2021,65506,김재유,롯데,0.287,87,192,174,27,50,8,0,1,61,18,4,0
2021,66749,김주현,롯데,0.25,8,17,16,1,4,0,0,0,4,0,0,0
2021,67539,나균안,롯데,,1,0,0,0,0,0,0,0,0,0,0,0
2021,51551,나승엽,롯데,0.204,60,128,113,16,23,2,0,2,31,10,0,1
2021,67454,나원탁,롯데,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,50506,마차도,롯데,0.279,134,539,466,83,130,21,1,5,168,58,4,7
2021,76249,민병헌,롯데,0.19,14,49,42,5,8,3,0,0,11,2,1,0
2021,64501,배성근,롯데,0.204,78,109,93,21,19,4,0,1,26,9,2,0
2021,51528,손성빈,롯데,0.316,20,22,19,4,6,0,0,0,6,0,0,0
2021,77532,손아섭,롯데,0.319,139,610,542,88,173,29,2,3,215,58,3,1
2021,51594,송재영,롯데,,1,0,0,0,0,0,0,0,0,0,0,0
2021,69508,신윤후,롯데,0.261,71,136,119,23,31,5,2,1,43,6,2,1
2021,64022,안중열,롯데,0.232,58,157,125,19,29,5,0,3,43,16,3,1
2021,79608,안치홍,롯데,0.306,119,490,421,58,129,30,2,10,193,82,5,9
2021,79293,오현택,롯데,,1,0,0,0,0,0,0,0,0,0,0,0
2021,71564,이대호,롯데,0.286,114,465,420,39,120,11,0,19,188,81,0,6
2021,76100,이병규,롯데,0.235,29,43,34,4,8,0,0,0,8,4,0,0
2021,64565,이인복,롯데,,1,0,0,0,0,0,0,0,0,0,0,0
2021,51560,이주찬,롯데,0,3,8,7,0,0,0,0,0,0,0,1,0
2021,68504,이호연,롯데,0.222,7,11,9,0,2,0,0,0,2,1,0,1
2021,68507,장두성,롯데,0.222,43,41,36,12,8,2,1,0,12,4,0,0
2021,78513,전준우,롯데,0.348,144,619,552,88,192,46,0,7,259,92,1,8
2021,68518,정보근,롯데,0.278,11,20,18,0,5,0,0,0,5,0,0,0
2021,60523,정훈,롯데,0.292,135,561,486,70,142,27,1,14,213,79,1,3
2021,64717,지시완,롯데,0.241,73,187,166,23,40,9,0,7,70,26,2,0
2021,63895,최민재,롯데,0.08,21,27,25,2,2,1,0,0,3,2,0,0
2021,51574,최종은,롯데,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,68362,추재현,롯데,0.252,95,300,262,37,66,15,0,5,96,26,5,0
2021,68525,한동희,롯데,0.267,129,496,424,54,113,24,0,17,188,69,1,4
2021,62925,강진성,NC,0.249,124,462,406,49,101,20,0,7,142,38,4,2
2021,63963,권희동,NC,0.263,55,171,133,25,35,3,0,8,62,26,1,3
2021,60339,김건태,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,65462,김기환,NC,0.207,62,149,140,19,29,7,2,3,49,13,1,0
2021,67900,김수윤,NC,0,7,7,7,0,0,0,0,0,0,0,0,0
2021,68900,김영규,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,51907,김주원,NC,0.241,69,189,166,20,40,7,1,5,64,16,2,2
2021,63920,김준완,NC,0.167,13,14,12,3,2,0,1,0,4,1,0,0
2021,75867,김진성,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,78122,김태군,NC,0.22,102,276,232,23,51,7,0,7,79,24,9,3
2021,67956,김태현,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,62947,나성범,NC,0.281,144,623,570,96,160,29,1,33,290,101,0,4
2021,69996,노시훈,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,62931,노진혁,NC,0.288,107,384,330,41,95,22,0,8,141,58,4,3
2021,66965,도태훈,NC,0.182,77,76,66,10,12,1,0,1,16,9,0,0
2021,65949,류진욱,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,78813,모창민,NC,0,3,6,5,0,0,0,0,0,0,0,0,0
2021,64944,박대온,NC,0.212,42,95,85,4,18,1,0,0,19,5,4,2
2021,62907,박민우,NC,0.261,50,215,180,30,47,5,3,1,61,18,4,2
2021,74465,박석민,NC,0.257,59,205,171,27,44,8,0,10,82,41,3,2
2021,50996,박시원,NC,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,66928,박준영,NC,0.209,111,315,273,37,57,7,2,8,92,31,3,2
2021,69974,배민서,NC,,2,0,0,0,0,0,0,0,0,0,0,0
2021,68902,신민혁,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,50901,안인산,NC,,2,0,0,0,0,0,0,0,0,0,0,0
2021,50923,알테어,NC,0.272,143,565,492,83,134,19,2,32,253,84,0,5
2021,76232,양의지,NC,0.325,141,570,480,81,156,29,2,30,279,111,0,10
2021,51991,오장한,NC,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,51996,오태양,NC,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,76118,원종현,NC,,4,0,0,0,0,0,0,0,0,0,0,0
2021,63905,윤형준,NC,0.297,51,81,74,10,22,0,0,5,37,10,3,1
2021,76849,이명기,NC,0.293,56,232,191,30,56,12,0,2,74,14,3,0
2021,77211,이용찬,NC,,6,0,0,0,0,0,0,0,0,0,0,0
2021,65964,이우석,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,62025,이원재,NC,0.231,31,69,65,3,15,2,0,0,17,7,1,1
2021,66968,이재율,NC,0.2,23,17,15,5,3,2,0,0,5,1,0,0
2021,63959,임정호,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,78352,임창민,NC,,1,0,0,0,0,0,0,0,0,0,0,0
2021,78361,전민수,NC,0.255,71,109,98,12,25,3,0,3,37,16,0,0
2021,76720,정범모,NC,0.211,19,23,19,2,4,1,0,1,8,5,1,0
2021,61869,정진기,NC,0.223,88,206,193,27,43,8,0,6,69,21,2,0
2021,63450,정현,NC,0.222,68,149,117,14,26,5,1,0,33,7,8,0
2021,73306,지석훈,NC,0.147,28,43,34,6,5,1,0,0,6,2,0,1
