year,player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
2022,52605,김도영,KIA,103,16,13,3,81.3,7,0
2022,67610,김석환,KIA,51,0,0,0,,0,0
2022,78603,김선빈,KIA,140,15,13,2,86.7,10,0
2022,51604,김선우,KIA,3,0,0,0,,0,0
2022,64580,김재열,KIA,1,0,0,0,,0,0
2022,65653,김호령,KIA,54,3,2,1,66.7,1,0
2022,62947,나성범,KIA,144,7,6,1,85.7,5,0
2022,78629,나지완,KIA,2,0,0,0,,0,0
2022,66615,류승현,KIA,3,0,0,0,,0,0
2022,62234,류지혁,KIA,127,12,8,4,66.7,4,0
2022,79365,박동원,KIA,123,1,1,0,100,5,1
2022,50657,박민,KIA,6,0,0,0,,0,0
2022,67609,박정우,KIA,16,0,0,0,,1,1
2022,64646,박찬호,KIA,130,50,42,8,84,7,0
2022,52630,소크라테스,KIA,127,19,12,7,63.2,5,1
2022,66662,신범수,KIA,2,0,0,0,,0,0
2022,63260,이우성,KIA,80,4,1,3,25,1,1
2022,67644,이정훈,KIA,6,0,0,0,,0,0
2022,64560,이창진,KIA,111,8,3,5,37.5,4,0
2022,66833,임석진,KIA,10,0,0,0,,0,0
2022,65464,최정용,KIA,30,0,0,0,,0,0
2022,72443,최형우,KIA,132,1,1,0,100,3,1
2022,63722,한승택,KIA,66,0,0,0,,0,0
2022,65610,황대인,KIA,129,0,0,0,,3,0
2022,64906,강민국,키움,3,0,0,0,,0,0
2022,51301,김성진,키움,2,0,0,0,,0,0
2022,68346,김수환,키움,57,0,0,0,,0,1
2022,51303,김시앙,키움,13,0,0,0,,0,0
2022,65898,김웅빈,키움,45,2,0,2,0,0,0
2022,62332,김재현,키움,56,0,0,0,,1,0
2022,69306,김주형,키움,55,1,1,0,100,1,0
2022,63920,김준완,키움,111,2,1,1,50,3,0
2022,64984,김태진,키움,77,3,1,2,33.3,1,0
2022,62360,김태훈,키움,1,0,0,0,,0,0
2022,67304,김혜성,키움,129,41,34,7,82.9,4,1
2022,51344,김휘집,키움,112,0,0,0,,2,1
2022,52394,노운현,키움,1,0,0,0,,0,0
2022,66305,박승주,키움,1,0,0,0,,0,0
2022,69328,박주성,키움,2,0,0,0,,0,0
2022,50357,박주홍,키움,21,0,0,0,,0,0
2022,64657,박준태,키움,52,0,0,0,,2,0
2022,52348,박찬혁,키움,52,1,0,1,0,0,1
2022,65357,송성문,키움,142,1,0,1,0,1,0
2022,50312,신준우,키움,76,0,0,0,,0,0
2022,52308,애플러,키움,1,0,0,0,,0,0
2022,68330,예진원,키움,20,0,0,0,,0,0
2022,69366,이명기,키움,2,0,0,0,,0,0
2022,67363,이병규,키움,24,1,1,0,100,2,0
2022,74163,이용규,키움,86,14,12,2,85.7,7,0
2022,51307,이재홍,키움,4,0,0,0,,0,1
2022,67341,이정후,키움,142,5,5,0,100,1,1
2022,51302,이주형,키움,32,0,0,0,,0,0
2022,79456,이지영,키움,137,2,1,1,50,3,1
2022,64340,임지열,키움,40,1,1,0,100,1,0
2022,65586,전병우,키움,115,0,0,0,,0,0
2022,52366,푸이그,키움,126,9,6,3,66.7,12,1
2022,64350,하영민,키움,3,0,0,0,,0,0
2022,68050,강백호,KT,62,0,0,0,,1,0
2022,68069,고명성,KT,1,0,0,0,,0,0
2022,51003,권동진,KT,48,4,4,0,100,1,0
2022,64004,김민혁,KT,132,15,6,9,40,3,1
2022,64014,김병희,KT,41,3,0,3,0,1,0
2022,65062,김재윤,KT,1,0,0,0,,0,0
2022,62558,김준태,KT,98,2,2,0,100,2,0
2022,65040,김태훈,KT,7,0,0,0,,0,0
2022,52025,라모스,KT,18,2,2,0,100,1,0
2022,67063,문상인,KT,12,0,0,0,,0,0
2022,50007,문상준,KT,2,0,0,0,,0,0
2022,64007,문상철,KT,28,1,1,0,100,0,0
2022,73113,박경수,KT,100,0,0,0,,0,0
2022,75125,박병호,KT,124,8,5,3,62.5,3,0
2022,52060,박영현,KT,4,0,0,0,,0,0
2022,64166,배정대,KT,144,23,19,4,82.6,9,2
2022,65516,배제성,KT,1,0,0,0,,0,0
2022,64012,송민섭,KT,119,2,0,2,0,0,0
2022,62556,신본기,KT,74,1,0,1,0,0,0
2022,64006,심우준,KT,132,25,23,2,92,3,0
2022,64017,심재민,KT,2,0,0,0,,0,0
2022,52009,알포드,KT,80,6,5,1,83.3,6,1
2022,68002,양승혁,KT,11,2,1,1,50,0,1
2022,64504,오윤석,KT,112,3,2,1,66.7,1,0
2022,51013,유준규,KT,7,0,0,0,,0,0
2022,52063,이상우,KT,1,0,0,0,,0,0
2022,66702,이시원,KT,31,2,2,0,100,0,0
2022,67048,이정현,KT,1,0,0,0,,0,0
2022,78548,장성우,KT,117,1,1,0,100,0,0
2022,64115,장준원,KT,35,1,1,0,100,0,0
2022,51009,전진영,KT,4,0,0,0,,0,0
2022,68089,조대현,KT,6,0,0,0,,0,0
2022,64868,조용호,KT,131,9,5,4,55.6,4,0
2022,65060,주권,KT,1,0,0,0,,0,0
2022,51060,지명성,KT,1,0,0,0,,0,0
2022,67005,홍현빈,KT,61,4,4,0,100,0,0
2022,76313,황재균,KT,141,9,6,3,66.7,3,1
2022,52125,가르시아,LG,39,5,4,1,80,2,2
2022,67119,고우석,LG,4,0,0,0,,0,0
2022,66112,김기연,LG,12,0,0,0,,0,0
2022,77564,김민성,LG,92,1,0,1,0,0,0
2022,75867,김진성,LG,2,0,0,0,,0,0
2022,76290,김현수,LG,141,3,2,1,66.7,2,0
2022,66113,김호은,LG,2,0,0,0,,0,0
2022,52112,루이즈,LG,27,1,1,0,100,0,0
2022,69102,문보경,LG,126,7,7,0,100,5,2
2022,68119,문성주,LG,106,15,9,6,60,6,1
2022,72133,박용택,LG,1,0,0,0,,0,0
2022,64100,박재욱,LG,1,0,0,0,,0,0
2022,62415,박해민,LG,144,30,24,6,80,8,1
2022,63145,배재준,LG,1,0,0,0,,0,0
2022,65109,백승현,LG,1,0,0,0,,0,0
2022,78168,서건창,LG,77,11,8,3,72.7,2,0
2022,50150,손호영,LG,36,3,0,3,0,1,0
2022,51111,송승기,LG,1,0,0,0,,0,0
2022,73801,송은범,LG,2,0,0,0,,0,0
2022,68110,송찬의,LG,33,3,2,1,66.7,2,0
2022,65207,신민재,LG,14,4,2,2,50,0,0
2022,65115,안익훈,LG,14,0,0,0,,0,0
2022,79109,오지환,LG,142,27,20,7,74.1,5,2
2022,61102,유강남,LG,139,0,0,0,,5,1
2022,60566,이상호,LG,60,3,1,2,33.3,0,0
2022,51100,이영빈,LG,60,0,0,0,,0,0
2022,68106,이재원,LG,85,4,3,1,75,4,1
2022,61186,이천웅,LG,19,0,0,0,,0,0
2022,78135,이형종,LG,26,0,0,0,,0,0
2022,69159,정우영,LG,1,0,0,0,,0,0
2022,76650,진해수,LG,1,0,0,0,,0,0
2022,65241,채원후,LG,1,0,0,0,,0,0
2022,79192,채은성,LG,126,13,6,7,46.2,3,0
2022,79140,최동환,LG,4,0,0,0,,0,0
2022,65157,최민창,LG,4,0,0,0,,0,0
2022,62146,최성훈,LG,2,0,0,0,,0,0
2022,64101,한석현,LG,6,1,0,1,0,0,0
2022,63248,함덕주,LG,1,0,0,0,,0,0
2022,77243,허도환,LG,64,0,0,0,,0,0
2022,52119,허준혁,LG,1,0,0,0,,0,0
2022,66108,홍창기,LG,118,17,13,4,76.5,1,0
2022,65515,강로한,롯데,1,1,0,1,0,0,0
2022,79358,강윤구,롯데,1,0,0,0,,0,0
2022,65514,강태율,롯데,19,0,0,0,,2,0
2022,69517,고승민,롯데,92,5,1,4,20,0,0
2022,63543,구승민,롯데,1,0,0,0,,0,0
2022,67504,김민수,롯데,57,1,0,1,0,1,0
2022,69500,김민수,롯데,5,0,0,0,,0,0
2022,52514,김세민,롯데,4,0,0,0,,0,0
2022,62528,김원중,롯데,1,0,0,0,,0,0
2022,65506,김재유,롯데,1,0,0,0,,1,0
2022,52547,렉스,롯데,56,3,3,0,100,5,0
2022,65643,문경찬,롯데,1,0,0,0,,0,0
2022,62802,박승욱,롯데,100,10,8,2,80,5,0
2022,64501,배성근,롯데,22,0,0,0,,0,0
2022,69508,신윤후,롯데,49,4,3,1,75,0,0
2022,64022,안중열,롯데,33,1,0,1,0,0,0
2022,79608,안치홍,롯데,132,9,7,2,77.8,4,0
2022,52591,윤동희,롯데,4,0,0,0,,0,0
2022,71564,이대호,롯데,142,0,0,0,,6,0
2022,69453,이학주,롯데,91,6,2,4,33.3,2,1
2022,68504,이호연,롯데,88,4,3,1,75,4,0
2022,68507,장두성,롯데,53,5,4,1,80,3,1
2022,78513,전준우,롯데,120,9,6,3,66.7,2,0
2022,68518,정보근,롯데,95,1,1,0,100,4,0
2022,60523,정훈,롯데,91,5,4,1,80,2,0
2022,52516,조세진,롯데,39,1,0,1,0,0,0
2022,64717,지시완,롯데,75,0,0,0,,0,0
2022,68362,추재현,롯데,33,1,1,0,100,3,0
2022,52526,피터스,롯데,85,11,7,4,63.6,4,1
2022,68525,한동희,롯데,129,0,0,0,,4,0
2022,52568,한태양,롯데,38,1,1,0,100,2,0
2022,50500,황성빈,롯데,102,22,10,12,45.5,0,3
2022,63963,권희동,NC,82,3,2,1,66.7,1,0
2022,65462,김기환,NC,73,16,14,2,87.5,1,3
2022,67900,김수윤,NC,10,0,0,0,,0,0
2022,60288,김응민,NC,34,0,0,0,,0,0
2022,51907,김주원,NC,96,13,10,3,76.9,2,1
2022,67954,김진호,NC,1,0,0,0,,0,0
2022,50992,김태경,NC,2,0,0,0,,0,0
2022,50902,김한별,NC,24,1,0,1,0,0,0
2022,62931,노진혁,NC,115,2,2,0,100,5,0
2022,66965,도태훈,NC,91,0,0,0,,2,1
2022,65949,류진욱,NC,1,0,0,0,,0,0
2022,52904,마티니,NC,139,16,12,4,75,5,0
2022,79215,박건우,NC,111,6,3,3,50,4,0
2022,64944,박대온,NC,59,0,0,0,,2,0
2022,62907,박민우,NC,104,25,21,4,84,9,1
2022,74465,박석민,NC,16,0,0,0,,0,0
2022,66928,박준영,NC,75,9,7,2,77.8,2,0
2022,69995,서호철,NC,89,4,3,1,75,1,0
2022,77532,손아섭,NC,138,10,7,3,70,6,0
2022,76232,양의지,NC,130,4,3,1,75,7,0
2022,68904,오영수,NC,83,5,0,5,0,1,0
2022,51996,오태양,NC,15,4,2,2,50,0,0
2022,76118,원종현,NC,1,0,0,0,,0,0
2022,63905,윤형준,NC,35,1,1,0,100,1,0
2022,76849,이명기,NC,94,9,5,4,55.6,5,0
2022,51948,이용준,NC,1,0,0,0,,0,0
2022,77211,이용찬,NC,4,0,0,0,,0,0
2022,67993,이재용,NC,8,0,0,0,,0,0
2022,78361,전민수,NC,20,0,0,0,,1,0
2022,76720,정범모,NC,5,0,0,0,,0,0
2022,61869,정진기,NC,39,1,1,0,100,0,1
2022,67905,천재환,NC,29,1,1,0,100,0,0
2022,65905,최승민,NC,44,9,6,3,66.7,1,0
2022,68639,하준영,NC,1,0,0,0,,0,0
2022,51994,한재승,NC,1,0,0,0,,0,0
2022,74540,강민호,삼성,130,0,0,0,,4,0
2022,64610,강한울,삼성,94,6,4,2,66.7,0,0
2022,68407,공민규,삼성,15,0,0,0,,0,0
2022,62404,구자욱,삼성,99,12,11,1,91.7,4,1
2022,66838,김동엽,삼성,30,3,0,3,0,0,0
2022,51403,김동진,삼성,5,0,0,0,,1,0
2022,79402,김상수,삼성,72,3,2,1,66.7,3,0
2022,52460,김서준,삼성,1,0,0,0,,0,0
2022,67449,김성윤,삼성,48,12,10,2,83.3,1,1
2022,63435,김성표,삼성,17,2,2,0,100,1,0
2022,52430,김영웅,삼성,13,0,0,0,,0,0
2022,65132,김재성,삼성,63,0,0,0,,4,0
2022,52424,김재혁,삼성,15,4,4,0,100,0,1
2022,50458,김지찬,삼성,113,29,25,4,86.2,3,0
2022,78122,김태군,삼성,102,0,0,0,,2,0
2022,61404,김헌곤,삼성,80,4,3,1,75,3,0
2022,51417,김현준,삼성,118,9,6,3,66.7,6,0
2022,64407,김호재,삼성,21,0,0,0,,0,0
2022,69418,박승규,삼성,62,2,2,0,100,0,1
2022,50411,박주혁,삼성,2,0,0,0,,0,0
2022,64469,송준석,삼성,17,0,0,0,,0,0
2022,66406,안주형,삼성,18,0,0,0,,0,0
2022,78756,오선진,삼성,100,4,2,2,50,1,0
2022,75421,오승환,삼성,3,0,0,0,,0,0
2022,75334,오재일,삼성,135,3,2,1,66.7,4,0
2022,73117,우규민,삼성,1,0,0,0,,0,0
2022,68463,윤정빈,삼성,13,0,0,0,,0,0
2022,69428,이병헌,삼성,3,0,0,0,,0,0
2022,63960,이상민,삼성,1,0,0,0,,0,0
2022,66409,이성규,삼성,13,0,0,0,,0,0
2022,75566,이원석,삼성,88,0,0,0,,5,0
2022,52415,이재현,삼성,75,0,0,0,,2,0
2022,68466,이태훈,삼성,10,0,0,0,,0,0
2022,69416,이해승,삼성,46,0,0,0,,0,0
2022,52405,조민성,삼성,12,1,1,0,100,1,0
2022,61197,최영진,삼성,43,4,2,2,50,0,0
2022,51463,피렐라,삼성,141,20,15,5,75,5,2
2022,65496,홍정우,삼성,2,0,0,0,,0,0
2022,72523,고효준,SSG,2,0,0,0,,0,0
2022,71837,김강민,SSG,84,4,1,3,25,4,0
2022,69810,김규남,SSG,2,0,0,0,,0,0
2022,62864,김민식,SSG,104,0,0,0,,1,0
2022,76802,김성현,SSG,130,6,3,3,50,5,0
2022,64499,김재현,SSG,18,0,0,0,,0,0
2022,65343,김택형,SSG,1,0,0,0,,0,0
2022,52806,라가레스,SSG,49,4,3,1,75,3,0
2022,64893,박민호,SSG,1,0,0,0,,0,0
2022,67893,박성한,SSG,140,20,12,8,60,2,0
2022,64896,서동민,SSG,1,0,0,0,,0,0
2022,52804,석정우,SSG,9,1,0,1,0,0,0
2022,66864,안상현,SSG,46,2,2,0,100,0,0
2022,61743,오준혁,SSG,47,0,0,0,,0,0
2022,60558,오태곤,SSG,130,15,11,4,73.3,1,0
2022,76812,이재원,SSG,105,1,1,0,100,1,0
2022,67807,이정범,SSG,7,0,0,0,,0,0
2022,65869,이현석,SSG,9,0,0,0,,0,0
2022,63440,이흥련,SSG,22,0,0,0,,0,0
2022,68869,전경원,SSG,1,0,0,0,,0,0
2022,50820,전의산,SSG,77,0,0,0,,2,0
2022,51809,조요한,SSG,1,0,0,0,,0,0
2022,51865,조형우,SSG,9,0,0,0,,0,0
2022,69802,최경모,SSG,98,2,2,0,100,3,0
2022,68856,최민준,SSG,1,0,0,0,,0,0
2022,68805,최상민,SSG,27,4,3,1,75,0,0
2022,75847,최정,SSG,121,17,12,5,70.6,4,0
2022,76267,최주환,SSG,97,0,0,0,,1,0
2022,68868,최준우,SSG,10,0,0,0,,0,0
2022,50854,최지훈,SSG,144,38,31,7,81.6,5,3
2022,62884,최항,SSG,15,0,0,0,,1,0
2022,51817,추신수,SSG,112,20,15,5,75,5,1
2022,52827,크론,SSG,67,0,0,0,,2,0
2022,69813,하재훈,SSG,60,1,1,0,100,1,0
2022,62895,한유섬,SSG,135,2,1,1,50,1,0
2023,63123,강승호,두산,127,19,13,6,68.4,4,1
2023,68204,권민석,두산,1,0,0,0,,0,0
2023,69238,김대한,두산,33,4,1,3,25,0,0
2023,68200,김민규,두산,1,0,0,0,,0,0
2023,65269,김민혁,두산,21,0,0,0,,0,0
2023,63257,김인태,두산,47,3,2,1,66.7,2,0
2023,74206,김재호,두산,91,4,4,0,100,2,0
2023,78224,김재환,두산,132,4,3,1,75,4,0
2023,68830,김정우,두산,1,0,0,0,,0,0
2023,69207,김태근,두산,41,3,0,3,0,0,0
2023,53211,로하스,두산,122,1,0,1,0,5,0
2023,64468,박계범,두산,78,4,2,2,50,1,2
2023,68249,박신지,두산,1,0,0,0,,0,0
2023,67202,박유연,두산,10,0,0,0,,0,0
2023,65639,박정수,두산,2,0,0,0,,0,0
2023,66928,박준영,두산,51,3,2,1,66.7,0,0
2023,50204,박지훈,두산,22,1,1,0,100,1,0
2023,67266,박치국,두산,1,0,0,0,,0,0
2023,66203,서예일,두산,5,0,0,0,,0,0
2023,69203,송승환,두산,30,1,0,1,0,1,0
2023,64086,신성현,두산,12,1,0,1,0,0,0
2023,64011,안승한,두산,22,1,1,0,100,0,0
2023,51203,안재석,두산,27,2,2,0,100,1,2
2023,64153,양석환,두산,140,4,4,0,100,9,0
2023,76232,양의지,두산,129,8,8,0,100,7,1
2023,50293,양찬열,두산,44,5,3,2,60,0,0
2023,67207,이유찬,두산,104,17,12,5,70.6,3,1
2023,62951,이형범,두산,2,0,0,0,,0,0
2023,63202,장승현,두산,76,1,1,0,100,0,0
2023,68205,전민재,두산,19,3,0,3,0,0,0
2023,79231,정수빈,두산,137,47,39,8,83,5,3
2023,68242,정철원,두산,3,0,0,0,,0,0
2023,66209,조수행,두산,126,32,26,6,81.3,4,0
2023,51264,최승용,두산,2,0,0,0,,0,0
2023,79240,허경민,두산,130,12,9,3,75,3,1
2023,61643,홍건희,두산,4,0,0,0,,0,0
2023,66233,홍성호,두산,21,1,0,1,0,0,0
2023,50705,강재민,한화,1,0,0,0,,0,0
2023,52769,권광민,한화,66,2,2,0,100,0,0
2023,69702,김건,한화,7,0,0,0,,0,0
2023,53754,김서현,한화,1,0,0,0,,0,0
2023,66715,김인환,한화,112,1,1,0,100,5,0
2023,66704,김태연,한화,91,6,5,1,83.3,3,0
2023,63704,노수광,한화,30,3,2,1,66.7,1,1
2023,69737,노시환,한화,131,3,2,1,66.7,4,0
2023,53764,문현빈,한화,137,6,5,1,83.3,6,3
2023,66707,박상언,한화,86,3,1,2,33.3,2,0
2023,67703,박상원,한화,3,0,0,0,,0,0
2023,50709,박정현,한화,53,0,0,0,,0,0
2023,52731,박준영,한화,1,0,0,0,,0,0
2023,53712,오그레디,한화,22,1,1,0,100,0,0
2023,78756,오선진,한화,90,2,2,0,100,2,0
2023,53716,윌리엄스,한화,68,2,1,1,50,1,0
2023,69766,유로결,한화,27,1,1,0,100,0,0
2023,52705,유상빈,한화,3,0,0,0,,0,0
2023,63464,윤대경,한화,1,0,0,0,,0,0
2023,65703,이도윤,한화,106,14,11,3,78.6,0,0
2023,76849,이명기,한화,14,1,1,0,100,0,0
2023,53795,이민준,한화,4,0,0,0,,0,0
2023,52704,이상혁,한화,7,2,1,1,50,0,0
2023,64266,이성곤,한화,8,0,0,0,,0,0
2023,68700,이원석,한화,81,16,13,3,81.3,3,0
2023,67993,이재용,한화,2,0,0,0,,0,0
2023,66657,이진영,한화,121,5,5,0,100,4,1
2023,60768,이태양,한화,1,0,0,0,,0,0
2023,63700,장운호,한화,4,0,0,0,,0,0
2023,51706,장지승,한화,3,0,0,0,,0,0
2023,66706,장진혁,한화,68,9,5,4,55.6,0,0
2023,74857,정우람,한화,1,0,0,0,,0,0
2023,68743,정은원,한화,122,9,6,3,66.7,1,1
2023,79192,채은성,한화,137,0,0,0,,2,0
2023,50707,최인호,한화,41,1,1,0,100,1,1
2023,78288,최재훈,한화,125,2,1,1,50,0,0
2023,62700,하주석,한화,25,0,0,0,,0,0
2023,69706,허관회,한화,10,0,0,0,,0,0
2023,61353,고종욱,KIA,114,4,2,2,50,0,0
2023,66614,김규성,KIA,99,8,6,2,75,0,1
2023,69620,김기훈,KIA,1,0,0,0,,0,0
2023,52605,김도영,KIA,84,29,25,4,86.2,2,2
2023,67610,김석환,KIA,12,0,0,0,,0,0
2023,78603,김선빈,KIA,119,4,3,1,75,4,0
2023,51604,김선우,KIA,5,0,0,0,,0,0
2023,78122,김태군,KIA,114,3,2,1,66.7,5,0
2023,65653,김호령,KIA,76,1,1,0,100,0,0
2023,62947,나성범,KIA,58,0,0,0,,5,0
2023,67609,박정우,KIA,21,0,0,0,,0,0
2023,63638,박준표,KIA,1,0,0,0,,0,0
2023,64646,박찬호,KIA,130,38,30,8,78.9,5,1
2023,69727,변우혁,KIA,83,0,0,0,,0,0
2023,52630,소크라테스,KIA,142,21,15,6,71.4,3,1
2023,66662,신범수,KIA,36,0,0,0,,1,0
2023,69636,오선우,KIA,33,0,0,0,,0,0
2023,52667,윤도현,KIA,1,0,0,0,,0,0
2023,68619,윤중현,KIA,1,0,0,0,,0,0
2023,63260,이우성,KIA,126,9,8,1,88.9,7,0
2023,64560,이창진,KIA,104,11,9,2,81.8,1,0
2023,50662,정해영,KIA,2,0,0,0,,0,0
2023,66354,주효상,KIA,19,0,0,0,,0,0
2023,66606,최원준,KIA,67,18,13,5,72.2,1,1
2023,65464,최정용,KIA,56,4,4,0,100,1,0
2023,72443,최형우,KIA,121,0,0,0,,4,0
2023,63722,한승택,KIA,49,0,0,0,,0,0
2023,68646,한준수,KIA,48,0,0,0,,0,0
2023,50600,홍종표,KIA,40,0,0,0,,0,0
2023,65610,황대인,KIA,60,0,0,0,,1,0
2023,52641,황동하,KIA,1,0,0,0,,0,0
2023,53312,김건희,키움,9,0,0,0,,0,0
2023,53164,김동규,키움,1,0,0,0,,0,0
2023,53344,김동헌,키움,102,0,0,0,,1,0
2023,50360,김동혁,키움,2,0,0,0,,0,0
2023,50304,김병휘,키움,10,0,0,0,,0,0
2023,66018,김선기,키움,2,0,0,0,,0,0
2023,51301,김성진,키움,2,0,0,0,,0,0
2023,68346,김수환,키움,50,0,0,0,,0,0
2023,51303,김시앙,키움,33,0,0,0,,1,1
2023,65898,김웅빈,키움,29,0,0,0,,2,0
2023,67391,김재웅,키움,1,0,0,0,,0,0
2023,62332,김재현,키움,8,0,0,0,,1,0
2023,69306,김주형,키움,46,0,0,0,,0,0
2023,63920,김준완,키움,76,0,0,0,,2,0
2023,51393,김준형,키움,1,0,0,0,,0,0
2023,64984,김태진,키움,74,0,0,0,,2,0
2023,67304,김혜성,키움,137,28,25,3,89.3,6,2
2023,51344,김휘집,키움,110,0,0,0,,2,0
2023,53327,도슨,키움,57,11,9,2,81.8,2,0
2023,50350,러셀,키움,59,1,1,0,100,1,0
2023,60336,문성현,키움,2,0,0,0,,0,0
2023,52305,박수종,키움,23,0,0,0,,0,0
2023,50357,박주홍,키움,27,1,1,0,100,1,0
2023,64657,박준태,키움,14,0,0,0,,0,0
2023,52348,박찬혁,키움,48,0,0,0,,0,1
2023,65357,송성문,키움,104,1,1,0,100,1,0
2023,53303,송재선,키움,5,0,0,0,,0,0
2023,50312,신준우,키움,24,0,0,0,,0,0
2023,61268,양현,키움,2,0,0,0,,0,0
2023,68330,예진원,키움,16,0,0,0,,0,0
2023,76118,원종현,키움,2,0,0,0,,0,0
2023,69399,윤정현,키움,3,0,0,0,,0,0
2023,52397,이명종,키움,3,0,0,0,,0,0
2023,67363,이병규,키움,7,0,0,0,,0,0
2023,53302,이승원,키움,4,0,0,0,,0,0
2023,74163,이용규,키움,50,3,2,1,66.7,2,0
2023,75566,이원석,키움,89,1,0,1,0,2,0
2023,67341,이정후,키움,86,9,6,3,66.7,1,1
2023,50167,이주형,키움,69,4,3,1,75,0,1
2023,79456,이지영,키움,81,2,1,1,50,0,0
2023,78135,이형종,키움,99,0,0,0,,4,0
2023,64346,임병욱,키움,80,4,4,0,100,4,0
2023,64340,임지열,키움,72,1,1,0,100,2,0
2023,78352,임창민,키움,2,0,0,0,,0,0
2023,65586,전병우,키움,41,0,0,0,,0,0
2023,69332,주성원,키움,25,0,0,0,,1,1
2023,64350,하영민,키움,3,0,0,0,,0,0
2023,53375,후라도,키움,1,0,0,0,,0,0
2023,69064,강민성,KT,12,0,0,0,,0,0
2023,68050,강백호,KT,71,3,3,0,100,4,0
2023,50066,강현우,KT,53,1,0,1,0,0,0
2023,68043,김민,KT,1,0,0,0,,0,0
2023,64004,김민혁,KT,113,15,11,4,73.3,5,0
2023,52002,김병준,KT,3,0,0,0,,0,0
2023,64014,김병희,KT,5,0,0,0,,0,0
2023,79402,김상수,KT,129,11,5,6,45.5,4,2
2023,51097,김영현,KT,1,0,0,0,,0,0
2023,65062,김재윤,KT,5,0,0,0,,0,0
2023,62558,김준태,KT,69,1,1,0,100,1,0
2023,53036,류현인,KT,17,0,0,0,,0,0
2023,67063,문상인,KT,1,0,0,0,,0,0
2023,50007,문상준,KT,2,0,0,0,,0,0
2023,64007,문상철,KT,112,4,3,1,75,3,0
2023,73113,박경수,KT,107,0,0,0,,4,0
2023,69056,박민석,KT,4,0,0,0,,0,0
2023,75125,박병호,KT,132,2,2,0,100,4,0
2023,52060,박영현,KT,3,0,0,0,,0,0
2023,64166,배정대,KT,97,16,13,3,81.3,3,0
2023,53057,손민석,KT,9,0,0,0,,0,0
2023,64012,송민섭,KT,69,4,3,1,75,1,0
2023,62556,신본기,KT,40,1,0,1,0,1,0
2023,67006,안치영,KT,76,8,7,1,87.5,0,0
2023,52009,알포드,KT,133,21,17,4,81,12,1
2023,64504,오윤석,KT,82,4,3,1,75,0,1
2023,69054,이상동,KT,1,0,0,0,,0,0
2023,60566,이상호,KT,63,2,2,0,100,1,0
2023,69068,이선우,KT,1,0,0,0,,0,0
2023,66702,이시원,KT,29,1,0,1,0,1,0
2023,68896,이채호,KT,1,0,0,0,,0,0
2023,68504,이호연,KT,85,6,4,2,66.7,3,0
2023,78548,장성우,KT,131,2,1,1,50,2,0
2023,64115,장준원,KT,69,3,3,0,100,0,0
2023,53058,정준영,KT,34,0,0,0,,0,0
2023,64868,조용호,KT,63,4,4,0,100,3,0
2023,78517,하준호,KT,1,0,0,0,,0,0
2023,67005,홍현빈,KT,44,2,2,0,100,0,0
2023,76313,황재균,KT,109,6,3,3,50,2,1
2023,67119,고우석,LG,1,0,0,0,,0,0
2023,66112,김기연,LG,28,1,1,0,100,1,0
2023,66145,김대현,LG,2,0,0,0,,0,0
2023,77564,김민성,LG,112,3,2,1,66.7,2,0
2023,53144,김범석,LG,10,0,0,0,,0,0
2023,66162,김주성,LG,11,0,0,0,,1,0
2023,76290,김현수,LG,133,3,2,1,66.7,5,0
